Unnamed: 0,Model,Company,Price,Rating,No_of_ratings,TotalReviwes,RamSize,RomSize
23529,"REDMI A1 (Black, 32 GB)",REDMI,6458,4.2,1893,141,2 GB,32 GB
23530,"REDMI A1 (Light Green, 32 GB)",REDMI,6305,4.2,1893,141,2 GB,32 GB
23531,Salora Coral,Salora,899,3.8,521,49,32 MB,32 MB
23532,Micromax X755,Micromax,1429,3.8,4454,403,32 MB,32 MB
23533,"Tecno Pova 3 (Eco Black, 64 GB)",Tecno,10955,4.2,253,12,4 GB,64 GB
23534,LAVA Hero 600+,LAVA,999,4.1,7896,720,4 MB,3 MB
23535,"Tecno Spark 9T (Turquoise Cyan, 64 GB)",Tecno,9370,4.3,48,4,4 GB,64 GB
23536,KARBONN K9 max,KARBONN,1499,4.0,3494,319,64 MB,64 MB
23537,"APPLE iPhone 14 Plus ((PRODUCT)RED, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
23538,Nokia 110 TA-1302 DS,Nokia,1714,4.0,24647,1954,4 MB,4 MB
23539,"POCO M3 (Yellow, 64 GB)",POCO,10999,4.3,124433,8927,4 GB,64 GB
23540,Kechaoda K10,Kechaoda,1095,3.9,13841,908,32 MB,32 MB
23541,"Infinix Hot 11 (Emerald Green, 64 GB)",Infinix,9999,4.3,16022,1375,4 GB,64 GB
23544,Kechaoda K28,Kechaoda,1480,4.1,2691,241,32 MB,64 MB
23545,itel Magic3 Smart Touch Keypad,itel,1499,4.1,786,72,8 MB,8 MB
23546,"POCO X4 Pro 5G (Laser Black, 64 GB)",POCO,18999,4.2,61334,6308,6 GB,64 GB
23547,Micromax J2,Micromax,917,3.7,301,17,32 MB,32 MB
23548,"realme Narzo 30 (Racing Blue, 128 GB)",realme,15499,4.3,76114,6042,6 GB,128 GB
23549,"IQOO Z6 Pro 5G (Legion Sky, 128 GB)",IQOO,23300,4.3,208,16,6 GB,128 GB
23550,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12520,4.2,9194,843,4 GB,64 GB
23551,Kechaoda K33,Kechaoda,1119,4.0,8248,552,32 MB,32 MB
23553,"SAMSUNG M53 5G (Emerald Brown, 128 GB)",SAMSUNG,24790,4.2,421,42,6 GB,128 GB
23554,LAVA A1 2021,LAVA,1279,4.1,3851,343,32 MB,24 MB
23555,"SAMSUNG Galaxy A13 (Peach, 128 GB)",SAMSUNG,16499,4.1,257,19,6 GB,128 GB
23556,"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)",SAMSUNG,11499,4.3,297273,23471,4 GB,128 GB
23557,Nokia 105 SS 2021,Nokia,1382,4.2,82937,6238,4 MB,4 MB
23558,"Tecno POVA 4 (Cryolite Blue, 128 GB)",Tecno,12845,4.3,4,1,8 GB,128 GB
23559,"REDMI 11 Prime 5G (Thunder Black, 64 GB)",REDMI,13499,4.2,791,57,4 GB,64 GB
23560,"OPPO A74 5G BLACK (Fluid Black, 128 GB)",OPPO,17480,4.3,1770,138,6 GB,128 GB
23561,"SAMSUNG Galaxy F22 (Denim Blue, 128 GB)",SAMSUNG,13499,4.3,64571,5965,6 GB,128 GB
23562,Kechaoda A26,Kechaoda,1189,4.1,14177,1019,32 MB,32 MB
23564,Micromax X746,Micromax,1450,4.0,20881,2240,32 MB,32 MB
23565,"Micromax IN 2B (Green, 64 GB)",Micromax,6999,3.9,21229,3299,4 GB,64 GB
23566,itel U20,itel,1099,4.1,867,69,4 MB,32 MB
23567,"Tecno Camon 19 (Memphis Green, 128 GB)",Tecno,14960,4.2,174,20,6 GB,128 GB
23568,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12520,4.2,9194,843,4 GB,64 GB
23569,"Redmi Note 11 (Starburst White, 64 GB)",Redmi,13444,4.2,9194,843,4 GB,64 GB
23570,Kechaoda K33,Kechaoda,1119,4.0,8248,552,32 MB,32 MB
23571,"vivo Y75 (Dancing waves, 128 GB)",vivo,19990,4.2,1465,124,8 GB,128 GB
23572,"Redmi Note 11 PRO Plus 5G (Mirage Blue, 128 GB)",Redmi,20459,4.2,5366,457,6 GB,128 GB
23573,"realme Narzo 30 (Racing Silver, 128 GB)",realme,15499,4.3,76114,6042,6 GB,128 GB
23574,Micromax J2,Micromax,917,3.7,301,17,32 MB,32 MB
23575,"realme Narzo 30 (Racing Blue, 128 GB)",realme,15499,4.3,76114,6042,6 GB,128 GB
23576,LAVA A1 2021,LAVA,1279,4.1,3851,343,32 MB,24 MB
23578,"POCO X4 Pro 5G (Laser Black, 64 GB)",POCO,18999,4.2,61334,6308,6 GB,64 GB
23579,itel Magic3 Smart Touch Keypad,itel,1499,4.1,786,72,8 MB,8 MB
23580,"itel A27 (Crystal Blue, 32 GB)",itel,5289,4.0,726,50,2 GB,32 GB
23581,"REDMI 11 Prime 5G (Thunder Black, 64 GB)",REDMI,13499,4.2,791,57,4 GB,64 GB
23582,"SAMSUNG Galaxy F22 (Denim Blue, 128 GB)",SAMSUNG,13499,4.3,64571,5965,6 GB,128 GB
23583,Kechaoda A26,Kechaoda,1189,4.1,14177,1019,32 MB,32 MB
23584,"realme C20 (Cool Blue, 32 GB)",realme,7499,4.4,296108,14044,2 GB,32 GB
23585,"Tecno POVA 4 (Cryolite Blue, 128 GB)",Tecno,12845,4.3,4,1,8 GB,128 GB
23586,Micromax X746,Micromax,1450,4.0,20881,2240,32 MB,32 MB
23587,itel U20,itel,1099,4.1,867,69,4 MB,32 MB
23588,"Micromax IN 2B (Green, 64 GB)",Micromax,6999,3.9,21229,3299,4 GB,64 GB
23589,"REDMI 9 Power (Electric Green, 64 GB)",REDMI,11499,4.3,241660,17034,4 GB,64 GB
23590,"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)",SAMSUNG,11499,4.3,297273,23471,4 GB,128 GB
23591,"Tecno Camon 19 (Memphis Green, 128 GB)",Tecno,14960,4.2,174,20,6 GB,128 GB
23592,"Infinix Smart 5A (Ocean Wave, 32 GB)",Infinix,7199,4.3,78425,5384,2 GB,32 GB
23593,"REDMI 9 Power (Electric Green, 64 GB)",REDMI,11499,4.3,241660,17034,4 GB,64 GB
23594,"REDMI Note 11 (Space Black, 64 GB)",REDMI,12950,4.3,156,13,4 GB,64 GB
23595,"Nokia C21 Plus (Dark Cyan, 64 GB)",Nokia,9999,3.8,94,16,4 GB,64 GB
23596,"REDMI 9 Activ (Metallic Purple, 128 GB)",REDMI,9990,4.2,4552,308,6 GB,128 GB
23597,Kechaoda K9,Kechaoda,1350,4.1,2590,242,32 MB,64 MB
23598,Kechaoda K9,Kechaoda,1350,4.1,2590,242,32 MB,64 MB
23599,"APPLE iPhone 14 Pro Max (Deep Purple, 128 GB)",APPLE,139900,4.7,418,44,128 GB,Not Known
23600,"vivo Y15c (Mystic Blue, 32 GB)",vivo,9499,4.1,1047,75,3 GB,32 GB
23601,"realme 8 (Cyber Black, 128 GB)",realme,16999,4.4,121376,9957,6 GB,128 GB
23602,"realme 8 (Cyber Silver, 128 GB)",realme,15999,4.4,121458,10620,4 GB,128 GB
23603,"realme 8 (Cyber Black, 128 GB)",realme,17999,4.4,95489,8376,8 GB,128 GB
23604,"REDMI 11 Prime (Peppy Purple, 64 GB)",REDMI,11978,4.3,48,4,4 GB,64 GB
23605,"realme Narzo 30 (Racing Blue, 64 GB)",realme,13499,4.4,105997,8981,4 GB,64 GB
23606,Snexian GURU 2163,Snexian,699,3.6,127,10,32 MB,32 MB
23607,Nokia 105 SS 2021,Nokia,1448,4.2,82937,6238,4 MB,4 MB
23608,Kechaoda K200,Kechaoda,1279,4.0,112,5,32 MB,32 MB
23609,"REDMI 9 Power (Fiery Red, 64 GB)",REDMI,11499,4.3,241660,17034,4 GB,64 GB
23610,"SAMSUNG Galaxy M32 (Light Blue, 64 GB)",SAMSUNG,13999,4.2,4237,431,4 GB,64 GB
23611,Snexian Rock,Snexian,1399,4.0,11586,739,32 MB,32 MB
23612,Kechaoda K115,Kechaoda,1200,4.1,28686,2225,32 MB,32 MB
23613,"SAMSUNG Galaxy A33 (Awesome Blue, 128 GB)",SAMSUNG,25999,4.1,1523,161,6 GB,128 GB
23614,"realme Narzo 50i (Mint Green, 64 GB)",realme,8999,4.3,61879,3488,4 GB,64 GB
23616,Kechaoda K115,Kechaoda,1139,4.1,28686,2225,32 MB,32 MB
23617,Kechaoda K115,Kechaoda,1170,4.1,28686,2225,32 MB,32 MB
23618,"itel Vision 3 (Jewel Blue, 64 GB)",itel,6929,4.0,412,49,3 GB,64 GB
23619,"Tecno Spark 9T (Atlantic Blue, 64 GB)",Tecno,9445,4.3,48,4,4 GB,64 GB
23620,itel Muzik 110,itel,1253,4.1,331,36,4 MB,4 MB
23621,"SAMSUNG Galaxy F22 (Denim Black, 128 GB)",SAMSUNG,13499,4.3,64571,5965,6 GB,128 GB
23622,"MOTOROLA G40 Fusion (Frosted Champagne, 64 GB)",MOTOROLA,14499,4.2,32851,3699,4 GB,64 GB
23623,"SAMSUNG GALAXY M13 (Aqua Green, 128 GB)",SAMSUNG,13490,4.2,360,24,6 GB,128 GB
23624,"Tecno Pova 3 (Tech Silver, 128 GB)",Tecno,13959,4.1,170,12,6 GB,128 GB
23625,"OPPO A17 (Sunlight Orange, 64 GB)",OPPO,12889,4.4,1044,45,4 GB,64 GB
23626,"Redmi 9A (SeaBlue, 32 GB)",Redmi,7789,4.3,21404,1284,2 GB,32 GB
23627,Salora Coral,Salora,899,3.8,521,49,32 MB,32 MB
23628,GREENBERRI F1,GREENBERRI,1399,3.9,1511,116,64 MB,64 MB
23629,"ASUS ROG 5s (Black, 128 GB)",ASUS,39999,4.2,797,117,8 GB,128 GB
23630,"vivo Y33T (Starry Gold, 128 GB)",vivo,17099,4.4,2462,175,8 GB,128 GB
23632,"vivo V23e 5G (Sunshine Gold, 128 GB)",vivo,22997,4.2,1890,172,8 GB,128 GB
23633,"itel Vision1 (Gradation Blue, 32 GB)",itel,6999,4.1,25627,2158,3 GB,32 GB
23634,"Google Pixel 7 (Snow, 128 GB)",Google,59999,4.4,1775,329,8 GB,128 GB
23635,"REDMI A1+ (Light Blue, 32 GB)",REDMI,7499,4.2,542,44,2 GB,32 GB
23636,"REDMI 10 Power (Power Black, 128 GB)",REDMI,12990,4.1,503,32,8 GB,128 GB
23637,Micromax X778,Micromax,1474,3.9,2418,244,32 MB,32 MB
23638,Kechaoda A27,Kechaoda,1150,4.0,6495,511,32 MB,32 MB
23639,"APPLE iPhone 12 mini (Black, 256 GB)",APPLE,52999,4.5,123326,9923,256 GB,Not Known
23640,Kechaoda A27,Kechaoda,1150,4.0,6495,511,32 MB,32 MB
23641,SAMSUNG Guru GT,SAMSUNG,1659,4.1,3207,204,153 MB,153 MB
23642,"POCO M5 (Yellow, 64 GB)",POCO,10999,4.3,2782,214,4 GB,64 GB
23643,"APPLE iPhone 14 Plus (Midnight, 128 GB)",APPLE,82999,4.6,412,48,128 GB,Not Known
23644,"Xiaomi 11i 5G (Purple Mist, 128 GB)",Xiaomi,24999,4.2,37330,4613,6 GB,128 GB
23645,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",MOTOROLA,18999,4.0,19499,2624,6 GB,128 GB
23646,"APPLE iPhone 14 Plus (Purple, 128 GB)",APPLE,82999,4.6,412,48,128 GB,Not Known
23647,"Infinix Zero 5G (Horizon Blue, 128 GB)",Infinix,19999,4.2,9794,1494,8 GB,128 GB
23648,"Infinix Hot 11S (Silver Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
23649,"POCO M2 Reloaded (Mostly Blue, 64 GB)",POCO,11999,4.3,66728,4602,4 GB,64 GB
23650,Micromax J2,Micromax,935,3.7,301,17,32 MB,32 MB
23651,KARBONN K9,KARBONN,1340,4.1,7654,646,6.1 cm,QVGA Display
23652,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",REDMI,13490,4.2,791,57,4 GB,64 GB
23653,"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)",REDMI,14449,4.3,2097,165,4 GB,128 GB
23654,"Infinix Smart 5A (Midnight Black, 32 GB)",Infinix,7199,4.3,78425,5384,2 GB,32 GB
23655,Micromax X416,Micromax,1051,4.0,497,50,32 MB,32 MB
23656,"Moto G71 5G (Neptune Green, 128 GB)",Moto,16999,4.2,21817,2541,6 GB,128 GB
23657,Micromax X416,Micromax,1050,4.0,497,50,32 MB,32 MB
23658,SAMSUNG Metro 313,SAMSUNG,2840,4.2,1451,142,512 MB,2.27 MB
23659,"Infinix Hot 11S (Green Wave, 128 GB)",Infinix,11999,4.3,48526,5194,4 GB,128 GB
23660,itel power 100,itel,1330,4.1,519,37,4 MB,4 MB
23661,"APPLE iPhone 14 Plus (Midnight, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
23662,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
23663,itel Muzik 110,itel,1249,4.1,331,36,4 MB,4 MB
23664,"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)",REDMI,14449,4.3,2097,165,4 GB,128 GB
23665,"REDMI 11 Prime 5G (Meadow Green, 64 GB)",REDMI,13490,4.2,791,57,4 GB,64 GB
23666,"Infinix Smart 5A (Midnight Black, 32 GB)",Infinix,7199,4.3,78425,5384,2 GB,32 GB
23667,KARBONN K310i,KARBONN,920,3.7,326,24,10 MB,10 MB
23668,"APPLE iPhone 12 mini (Black, 256 GB)",APPLE,52999,4.5,123326,9923,256 GB,Not Known
23669,MTR MT322,MTR,749,3.7,26,3,32 MB,32 MB
23670,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
23671,itel Muzik 110,itel,1249,4.1,331,36,4 MB,4 MB
23673,"OPPO A54 (Starry Blue, 64 GB)",OPPO,12489,4.4,10827,670,4 GB,64 GB
23674,"REDMI Note 11T 5G (Matte black, 64 GB)",REDMI,15995,4.3,5436,439,6 GB,64 GB
23675,"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)",REDMI,19490,4.3,2852,250,8 GB,128 GB
23676,Snexian BOLD 1K,Snexian,999,3.6,34,2,32 MB,32 MB
23677,KARBONN K9,KARBONN,1345,4.1,7654,646,6.6 cm,QVGA Display
23678,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)",OnePlus,19989,4.3,40620,3313,6 GB,128 GB
23679,"OPPO A54 (Starry Blue, 128 GB)",OPPO,14780,4.3,4016,228,6 GB,128 GB
23680,"OPPO A54 (Crystal Black, 128 GB)",OPPO,14990,4.4,10827,670,4 GB,128 GB
23681,Kechaoda K33 Rock,Kechaoda,1199,4.4,25,0,32 MB,32 MB
23682,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",Xiaomi,28999,4.2,6430,720,8 GB,128 GB
23683,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",MOTOROLA,39999,4.3,1806,343,8 GB,128 GB
23684,"APPLE iPhone 14 Plus (Purple, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
23685,Nokia 110 TA-1302 DS,Nokia,1699,4.0,24647,1954,4 MB,4 MB
23686,"OPPO A12 (Deep Blue, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
23687,"OPPO A16E (Blue, 32 GB)",OPPO,9990,4.3,656,26,3 GB,32 GB
23688,"OPPO K10 5G (Ocean Blue, 128 GB)",OPPO,16499,4.4,52584,4032,8 GB,128 GB
23689,KARBONN K9,KARBONN,1345,4.1,7654,646,6.6 cm,QVGA Display
23690,Snexian BOLD 1K,Snexian,999,3.6,34,2,32 MB,32 MB
23691,"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)",REDMI,19490,4.3,2852,250,8 GB,128 GB
23692,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",MOTOROLA,39999,4.3,1806,343,8 GB,128 GB
23693,"APPLE iPhone 14 Plus (Purple, 256 GB)",APPLE,92999,4.6,412,48,256 GB,Not Known
23694,"OPPO A54 (Moonlight Gold, 64 GB)",OPPO,13990,4.4,10827,670,4 GB,64 GB
23695,"MOTOROLA Edge 20 Pro 5G (Midnight Sky, 128 GB)",MOTOROLA,24999,4.0,3591,652,8 GB,128 GB
23696,"OPPO A54 (Crystal Black, 128 GB)",OPPO,14990,4.4,10827,670,4 GB,128 GB
23697,"OPPO A12 (Deep Blue, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
23698,"OPPO A12 (Flowing Silver, 32 GB)",OPPO,9990,4.4,74992,4510,3 GB,32 GB
23699,Kechaoda K33 Rock,Kechaoda,1199,4.4,25,0,32 MB,32 MB
23700,"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)",Xiaomi,28999,4.2,6430,720,8 GB,128 GB
23704,"Redmi 9A Sport (Carbon Black, 32 GB)",Redmi,7999,4.2,5872,437,3 GB,32 GB
23705,"SAMSUNG Galaxy M13 (Aqua Green, 128 GB)",SAMSUNG,13999,4.2,360,24,6 GB,128 GB
23707,"itel A27 (Deep Gray, 32 GB)",itel,5299,4.0,726,50,2 GB,32 GB
23708,"REDMI Note 10T 5G (Chromium Silver, 64 GB)",REDMI,14999,4.3,44119,3200,4 GB,64 GB
23709,"realme C25Y (Metal Grey, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
23710,"realme C21 (Cross Black, 32 GB)",realme,9499,4.4,71609,3908,3 GB,32 GB
23711,"APPLE iPhone 12 mini (Black, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
23712,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
23713,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
23714,"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)",SAMSUNG,14849,4.1,402,28,6 GB,128 GB
23715,"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)",SAMSUNG,10990,4.2,1860,131,4 GB,64 GB
23716,"IQOO Z6 5G (Dynamo Black, 128 GB)",IQOO,17399,4.2,522,38,6 GB,128 GB
23717,"APPLE iPhone 12 mini (Black, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
23718,"REDMI 9 Prime (Matte Black, 128 GB)",REDMI,12490,4.4,226830,15261,4 GB,128 GB
23719,itel it5026,itel,1305,4.0,1057,99,4 MB,4 MB
23720,BlackZone B310,BlackZone,839,3.8,3419,277,10 MB,10 MB
23721,itel it5026,itel,1305,4.0,1057,99,4 MB,4 MB
23722,"realme C25Y (Metal Grey, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
23723,"SAMSUNG GALAXY M13 (Aqua Green, 128 GB)",SAMSUNG,15490,4.2,360,24,6 GB,128 GB
23724,"OPPO F21s Pro 5G (Starlight Black, 128 GB)",OPPO,25999,4.2,226,17,8 GB,128 GB
23725,"REDMI Note 11S (Space Black, 64 GB)",REDMI,16499,4.2,2082,170,6 GB,64 GB
23726,Kechaoda K28,Kechaoda,1340,4.1,2691,241,32 MB,64 MB
23727,Kechaoda K115,Kechaoda,1140,4.1,28686,2225,32 MB,32 MB
23728,Kechaoda K115,Kechaoda,1140,4.1,28686,2225,32 MB,32 MB
23729,MarQ by Flipkart M70 Shakti,MarQ,1599,4.0,3269,412,32 MB,32 MB
23730,"SAMSUNG GALAXY M13 (Midnight Blue, 128 GB)",SAMSUNG,14989,4.2,360,24,6 GB,128 GB
23731,Kechaoda K115,Kechaoda,1170,4.1,28686,2225,32 MB,32 MB
23732,Kechaoda K115,Kechaoda,1125,4.1,28686,2225,32 MB,32 MB
23733,Kechaoda K28,Kechaoda,1340,4.1,2691,241,32 MB,64 MB
23734,"APPLE iPhone 12 mini (White, 128 GB)",APPLE,43999,4.5,123326,9923,128 GB,Not Known
23735,"realme C21 (Cross Black, 32 GB)",realme,9499,4.4,71609,3908,3 GB,32 GB
23736,"Infinix Hot 11S (Polar Black, 128 GB)",Infinix,11999,4.3,48526,5194,4 GB,128 GB
23737,LAVA A1500,LAVA,1399,4.1,2129,217,24 MB,32 MB
23738,"Infinix Hot 11S (Green Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
23739,Kechaoda K28,Kechaoda,1399,4.1,2691,241,32 MB,64 MB
23740,"REDMI Note 11 Pro (Star Blue, 128 GB)",REDMI,20199,4.1,631,45,8 GB,128 GB
23741,"APPLE iPhone 13 (Starlight, 256 GB)",APPLE,70999,4.7,177611,9781,256 GB,Not Known
23742,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12990,4.2,9194,843,4 GB,64 GB
23743,"Redmi Note 11 (Starburst White, 128 GB)",Redmi,15183,4.2,9161,718,6 GB,128 GB
23744,KARBONN K140 Pop,KARBONN,1080,3.9,5272,458,32 MB,32 MB
23745,"Tecno Spark 8P (Turquoise Cyan, 64 GB)",Tecno,9295,4.3,8,0,4 GB,64 GB
23746,"SAMSUNG Galaxy M32 (Black, 64 GB)",SAMSUNG,11999,4.2,4237,431,4 GB,64 GB
23747,"APPLE iPhone 14 Pro Max (Space Black, 256 GB)",APPLE,149900,4.7,418,44,256 GB,Not Known
23748,"OPPO A55 (Starry Black, 128 GB)",OPPO,15000,4.1,358,19,6 GB,128 GB
23749,"Tecno Spark 8C (Iris Purple, 64 GB)",Tecno,8299,4.2,431,32,3 GB,64 GB
23750,"OPPO A55 (Starry Black, 64 GB)",OPPO,14490,4.3,673,62,4 GB,64 GB
23751,"Redmi Note 11 (Space Black, 128 GB)",Redmi,15884,4.2,9161,718,6 GB,128 GB
23752,"itel vision 1 pro (AURORA BLUE, 32 GB)",itel,5889,4.0,387,36,2 GB,32 GB
23753,itel Power 100 New,itel,1315,4.2,786,55,4 MB,4 MB
23754,"OPPO A57 (Glowing Green, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
23755,"REDMI 11 Prime 5G (Meadow Green, 128 GB)",REDMI,16999,4.2,174,15,6 GB,128 GB
23756,LAVA Hero 600+,LAVA,999,4.1,7896,720,4 MB,3 MB
23757,"SAMSUNG M53 5G (Mystique Green, 128 GB)",SAMSUNG,24790,4.2,421,42,6 GB,128 GB
23758,"realme Narzo 30 5G (Racing Silver, 128 GB)",realme,16999,4.3,84215,7331,6 GB,128 GB
23759,itel IT2163,itel,999,4.0,12591,1043,4 MB,4 MB
23760,"APPLE iPhone 14 Pro Max (Space Black, 256 GB)",APPLE,149900,4.7,418,44,256 GB,Not Known
23761,"vivo Y15c (Wave Green, 32 GB)",vivo,9798,4.1,1047,75,3 GB,32 GB
23762,KARBONN K140 Pop,KARBONN,1080,3.9,5272,458,32 MB,32 MB
23763,"SAMSUNG GALAXY M13 5G (Midnight Blue, 64 GB)",SAMSUNG,13880,3.9,183,10,4 GB,64 GB
23764,"Redmi Note 11 (Space Black, 128 GB)",Redmi,15884,4.2,9161,718,6 GB,128 GB
23765,"Tecno Pova 3 (Eco Black, 128 GB)",Tecno,13955,4.1,170,12,6 GB,128 GB
23766,"OPPO A57 (Glowing Black, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
23767,"OPPO A57 (Glowing Green, 64 GB)",OPPO,13999,4.4,1999,101,4 GB,64 GB
23768,"OPPO A55 (Starry Black, 128 GB)",OPPO,15000,4.1,358,19,6 GB,128 GB
23769,"Redmi Note 11 (Starburst White, 128 GB)",Redmi,15185,4.2,9161,718,6 GB,128 GB
23770,"Mi 11X (Lunar White, 128 GB)",Mi,24445,4.2,2776,268,6 GB,128 GB
23771,"OPPO A55 (Starry Black, 64 GB)",OPPO,14490,4.3,673,62,4 GB,64 GB
23772,"Tecno Spark 8C (Iris Purple, 64 GB)",Tecno,8299,4.2,431,32,3 GB,64 GB
23773,"Redmi Note 11 (Space Black, 64 GB)",Redmi,12990,4.2,9194,843,4 GB,64 GB
23774,"REDMI Note 11S (Polar White, 128 GB)",REDMI,16900,4.2,872,85,8 GB,128 GB
23775,"itel vision 1 pro (AURORA BLUE, 32 GB)",itel,5889,4.0,387,36,2 GB,32 GB
23776,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
23777,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
23778,"Google Pixel 7 Pro (Hazel, 128 GB)",Google,84999,4.4,1376,254,12 GB,128 GB
23779,"vivo V25 Pro 5G (Pure Black, 128 GB)",vivo,35999,4.3,5581,788,8 GB,128 GB
23780,"OPPO A16E (Midnight Black, 32 GB)",OPPO,9990,4.3,656,26,3 GB,32 GB
23781,Lvix L115,Lvix,999,2.7,3,0,16 MB,32 MB
23782,"Redmi 6 Pro (Gold, 32 GB)",Redmi,8999,4.3,11479,832,3 GB,32 GB
23783,"realme 8s 5G (Universe Purple, 128 GB)",realme,17999,4.4,76378,6205,6 GB,128 GB
23784,"Google Pixel 7 Pro (Hazel, 128 GB)",Google,84999,4.4,1376,254,12 GB,128 GB
23785,KARBONN K9 Yuva,KARBONN,1299,3.9,571,38,64 MB,32 KB
23786,KARBONN K9 Yuva,KARBONN,1350,3.9,571,38,64 MB,32 KB
23787,"IQOO Neo 6 5G (Dark Nova, 256 GB)",IQOO,34889,4.4,289,35,12 GB,256 GB
23789,"realme 8s 5G (Universe Purple, 128 GB)",realme,17999,4.4,76378,6205,6 GB,128 GB
23790,"realme 8s 5G (Universe Purple, 128 GB)",realme,19999,4.4,53580,4789,8 GB,128 GB
23791,"realme GT Master Edition (Cosmos Black, 128 GB)",realme,27999,4.3,61530,6559,8 GB,128 GB
23792,"Redmi 9A (Midnight Black, 32 GB)",Redmi,7789,4.3,21404,1284,2 GB,32 GB
23793,"REDMI 9 Prime (Matte Black, 128 GB)",REDMI,12490,4.4,226830,15261,4 GB,128 GB
23794,"OnePlus 10R 5G (Forest Green, 256 GB)",OnePlus,38302,4.2,775,58,12 GB,256 GB
23795,"REDMI Note 10 Lite (Glacier White, 128 GB)",REDMI,14399,4.3,843,67,6 GB,128 GB
23796,"OPPO A16 (Royal Gold, 64 GB)",OPPO,12990,4.3,3670,262,4 GB,64 GB
23797,"SAMSUNG S20 FE 5G (Cloud Lavender, 128 GB)",SAMSUNG,35599,4.2,3658,419,8 GB,128 GB
23798,"REDMI Note 11 Pro (Stealth Black, 128 GB)",REDMI,20199,4.1,631,45,8 GB,128 GB
23799,"OPPO A77 (Sky Blue, 64 GB)",OPPO,15499,4.3,222,11,4 GB,64 GB
23800,"REDMI Note 11S (Polar White, 64 GB)",REDMI,16499,4.2,2082,170,6 GB,64 GB
23801,"REDMI 11 Prime 5G (Chrome Silver, 64 GB)",REDMI,12999,4.2,791,57,4 GB,64 GB
23802,"Infinix Note 11s (Haze Green, 64 GB)",Infinix,13999,4.3,11787,1562,6 GB,64 GB
23803,Kechaoda K33,Kechaoda,1124,4.0,8248,552,32 MB,32 MB
23804,"POCO M3 (Yellow, 64 GB)",POCO,11999,4.3,124433,8927,4 GB,64 GB
23805,Nokia 110 DS,Nokia,1746,3.9,472,27,4 MB,32 MB
23806,"vivo Y21T (Midnight Blue, 128 GB)",vivo,15499,4.4,1514,108,4 GB,128 GB
23807,LAVA Hero 600+,LAVA,999,4.1,7896,720,4 MB,3 MB
23808,KARBONN KX3S,KARBONN,1085,4.0,26,0,32 MB,32 MB
23809,"Nokia 5.4 (Dusk, 64 GB)",Nokia,12489,3.9,3716,565,4 GB,64 GB
23810,"realme C25Y (Glacier Blue, 64 GB)",realme,10999,4.4,137899,5921,4 GB,64 GB
23811,"APPLE iPhone 14 Pro Max (Silver, 128 GB)",APPLE,139900,4.7,418,44,128 GB,Not Known
23812,"OPPO F21SPRO (Orange, 128 GB)",OPPO,21989,4.1,20,0,8 GB,128 GB
23813,"Infinix Hot 11S (Green Wave, 64 GB)",Infinix,10999,4.3,48526,5194,4 GB,64 GB
